BindingDB_id,Smiles,bioactivity_class,IC50_nM,Data Set
1258958,N[C@H](C1(CC(C2)C3)CC3CC2C1)C(N1[C@@H](B(O)O)CCC1)=O,Active,31,Bsite
1258965,N[C@H](C(CC(C1)C2)(CC1C1)CC21Cl)C(N1[C@@H](B(O)O)CCC1)=O,Active,20,Bsite
1258972,CC1(CCCCC1)[C@H](C(N1[C@@H](B(O)O)CCC1)=O)N,Active,76,Bsite
1258979,CC1(CCCC1)[C@H](C(N1[C@@H](B(O)O)CCC1)=O)N,Active,88,Bsite
1258986,CC(C)([C@H](C(N1[C@@H](B(O)O)CCC1)=O)N)F,Active,75,Bsite
1258993,CC1(C)[C@H](C(N2[C@@H](B(O)O)CCC2)=O)NC1,Active,58,Bsite
1259000,N[C@H](C1(CC1)C(F)(F)F)C(N1[C@@H](B(O)O)CCC1)=O,Active,1200,Bsite
1259006,N[C@H](C(CC(C1)C2)(CC1C1)CC21O)C(N1[C@@H](B(O)O)CCC1)=O,Active,9,Bsite
1259013,CC1(CCCCC1)C(C(N(C1)Cc2c1ccc(F)c2)=O)N,Active,100001,Bsite
1259020,CC1(C)[C@@H](C(N2[C@H](B(O)O)CCC2)=O)NCCC1,Active,14000,Bsite
1259026,CC1(C)[C@@H](C(N2[C@H](B(O)O)CCC2)=O)NCC1,Active,32,Bsite
1259033,CC1(CC1)[C@H](C(N1[C@@H](B(O)O)CCC1)=O)N,Active,350,Bsite
1259040,N[C@H](C(CC(C1)C2)(CC1C1)CC21F)C(N1[C@@H](B(O)O)CCC1)=O,Active,33,Bsite
1297053,CC(C)[C@H](C(N1[C@@H](B(O)O)CCC1)=O)N,Active,5.8,Bsite
1297054,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,2.7,Bsite
1297055,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,10.3,Bsite
1297056,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,2.1,Bsite
1297057,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NNC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,8.8,Bsite
1297058,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NNC(CCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,8.8,Bsite
1297059,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NNC(=O)CCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,34.3,Bsite
1297060,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NNC(CCCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,0.8,Bsite
1297061,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NNC(=O)CCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,2.6,Bsite
1297062,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NNC(CCCCCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,1.7,Bsite
1297063,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(NNC(=O)CCCCCNC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)cc1,Active,2.8,Bsite
1297064,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,1.6,Bsite
1297065,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,12.6,Bsite
1297066,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC([C@@H](CO)NC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,186,Bsite
1297067,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)CO,Active,128,Bsite
1297068,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O,Active,62,Bsite
1297069,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,Active,26.2,Bsite
1297070,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,6.9,Bsite
1297071,N[C@H](CCCCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)C(N1[C@@H](B(O)O)CCC1)=O,Active,3.2,Bsite
1297072,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,3.5,Bsite
1297073,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,Active,8.7,Bsite
1297074,N[C@H](CCCCNC(CCCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)C(N1[C@@H](B(O)O)CCC1)=O,Active,2.6,Bsite
1297075,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c1ccc(CNC(CN2CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC2)=O)cc1)=O,Active,0.7,Bsite
1297076,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c1cnc(CNC(CN2CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC2)=O)cc1)=O,Active,2.4,Bsite
1297077,C[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O,Active,71.7,Bsite
1297078,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,73.1,Bsite
1297079,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NNC(=O)CCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,1.1,Bsite
1297080,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H](C)NC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O,Active,428,Bsite
1297081,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(NNC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC2)CC(=O)O)nc1,Active,450,Bsite
1297082,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,68,Bsite
1297083,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O,Active,290,Bsite
1297085,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O,Active,760,Bsite
1297087,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O,Active,62,Bsite
1297088,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,Active,26.2,Bsite
1297089,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC([C@@H](CO)NC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,186,Bsite
1297090,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)CO,Active,128,Bsite
1297091,C[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O,Active,71.7,Bsite
1297092,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H](C)NC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O,Active,428,Bsite
1297093,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,73.1,Bsite
1297094,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,6.9,Bsite
1297095,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,Active,277,Bsite
1297096,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,12,Bsite
1297099,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,Active,3.5,Bsite
1297100,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,Active,575,Bsite
1297103,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,100001,Bsite
1297106,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,Active,26,Bsite
1297109,CC(C)[C@@H](C(N[C@H](C)C(N1C(B(OC(CN(C)C2)=O)OC2=O)CCC1)=O)=O)NC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,280,Bsite
1297110,CC(C)[C@@H](C(N[C@H](C)C(N(CC(C1)(F)F)[C@@H]1C#N)=O)=O)NC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,107,Bsite
1297112,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CCC(C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,33,Bsite
1297114,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CCC(C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,8.9,Bsite
1297116,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CC[C@@H](C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,17,Bsite
1297119,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CC[C@H](N1CCN(CC(=O)O)CCN(CCN(CC(=O)O)CC1)CC(=O)O)C(=O)O)C(C)C,Active,310,Bsite
1297122,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CC[C@H](N1CCN(CC(=O)O)CCN(CCN(CC(=O)O)CC1)CC(=O)O)C(=O)O)C(C)C,Active,60,Bsite
1297125,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CCC(C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O,Active,11.5,Bsite
1297126,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CC[C@@H](C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O,Active,11.5,Bsite
1297128,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CC[C@H](N1CCN(CC(=O)O)CCN(CCN(CC(=O)O)CC1)CC(=O)O)C(=O)O)C(C)C,Active,89,Bsite
1297129,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O,Active,26.8,Bsite
1297130,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,Active,439,Bsite
1297131,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O)=O,Active,21,Bsite
1297132,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,Active,258,Bsite
1297133,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O)=O)=O,Active,14.8,Bsite
1297134,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O)C(C)C,Active,180,Bsite
1297135,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CNC(CNC(CNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O)=O)=O)=O,Active,21,Bsite
1297136,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CNC(CCC(C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O)=O,Active,21,Bsite
1297137,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CNC(CNC(CCC(C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O)=O)=O,Active,1.1,Bsite
1297138,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CNC(CNC(CNC(CNC(CNC(CNC(CCC(C(O)=O)N1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O)=O)=O)=O)=O,Active,9.2,Bsite
1297139,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(C)C,Active,218,Bsite
1297140,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,121,Bsite
1297141,CC(C)[C@H](C(N[C@@H](C)C(N1[C@@H](B(O)O)CCC1)=O)=O)NC(CCCCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,5.2,Bsite
1297142,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CCCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(C)C,Active,110,Bsite
1297143,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CCCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(C)C,Active,23.6,Bsite
1297144,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CCCCCCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(C)C,Active,219,Bsite
1297145,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CCCCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(C)C,Active,144,Bsite
1297146,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](NC(=O)CCCCCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(C)C,Active,181,Bsite
1297147,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)cnc1NNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,9,Bsite
1297150,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(NNC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC2)CC(=O)O)nc1,Active,450,Bsite
1297153,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,5.3,Bsite
1297155,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,10.3,Bsite
1297156,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,46.1,Bsite
1297157,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NNC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,2.1,Bsite
1297158,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NNC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,8.8,Bsite
1297159,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NNC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,20.8,Bsite
1297161,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NNC(=O)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,8.8,Bsite
1297163,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c1ccc(CNC(CN2CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC2)=O)cc1)=O,Active,3.8,Bsite
1297166,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,55,Bsite
1297169,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,14,Bsite
1297172,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c1cnc(CNC(CN2CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC2)=O)cc1)=O,Active,2.4,Bsite
1297173,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(nc1)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O,Active,32,Bsite
1297175,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(nc1)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O,Active,2.9,Bsite
1297177,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O,Active,1.6,Bsite
1297178,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,25,Bsite
1297180,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,9.5,Bsite
1297182,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(NNC(=O)CCCCCNC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)cc1,Active,2.8,Bsite
1297183,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(NNC(=O)CCCCCNC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)cc1,Active,81,Bsite
1297186,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NNC(=O)CCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,34.3,Bsite
1297187,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NNC(CCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,8.8,Bsite
1297188,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NNC(=O)CCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,0.8,Bsite
1297189,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NNC(=O)CCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,39,Bsite
1297192,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NNC(=O)CCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,1.1,Bsite
1297193,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NC(CCCCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,1.6,Bsite
1297195,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NC(=O)CCCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,15,Bsite
1297196,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(cc1)NC(=O)CCCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,0.4,Bsite
1297197,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c1ccc(CNC(CCCNC(CN2CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC2)=O)=O)cc1)=O,Active,0.36,Bsite
1297199,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(NNC(=O)CCCNC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)nc1,Active,1,Bsite
1297201,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)cnc1NNC(CCCCCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,Active,3.2,Bsite
1297202,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(NNC(=O)CCCCCNC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)nc1,Active,1.1,Bsite
1297204,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC([C@H]1CC[C@H](CNC(CN2CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC2)=O)CC1)=O,Active,4.7,Bsite
1297207,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H]1CC[C@H](CC1)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,87,Bsite
1297210,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H]1CC[C@H](CC1)CNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Active,14,Bsite
1297213,CC(C)[C@H](C(N1[C@@H](B(O)O)CCC1)=O)N,Active,16,Bsite
1297216,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)cnc1NN)=O,Active,170,Bsite
