BindingDB_id,Smiles,bioactivity_class,IC50_nM,Data Set
1327173,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-[n]1nc(CCCC2)c2c1)=O)=O,Active,0.04,Bsite
1327175,Cc1cc(C(F)(F)F)n[n]1-c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.16,Bsite
1327177,CC(C)(CCc1c2)c1n[n]2-c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.061,Bsite
1327179,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-[n]1nc(C(F)(F)F)cc1)=O)=O,Active,0.1,Bsite
1327181,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-[n](cc1)c2c1c(F)cc(F)c2)=O)=O,Active,0.16,Bsite
1327183,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-[n](cc1)c(cc2)c1cc2F)=O)=O,Active,0.15,Bsite
1327185,Cc(cc1)c[n]1-c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.15,Bsite
1327187,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1N1CCOCC1)=O)=O,Active,0.049,Bsite
1327189,CC1(C)C[n]2ncc(-c3ccc4nccc(C(NCC(N(CSC5)C5C#N)=O)=O)c4c3)c2C1,Active,0.25,Bsite
1327190,CC1(C)C[n]2ncc(-c3ccc4nccc(C(NCC(N(CSC5)C5C#N)=O)=O)c4c3)c2C1,Active,0.083,Bsite
1327192,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-c1cc(F)ncc1)=O)=O,Active,0.24,Bsite
1327193,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-c1cc(F)ncc1)=O)=O,Active,0.055,Bsite
1327195,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-c(cc1)ncc1F)=O)=O,Active,0.21,Bsite
1327196,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-c(cc1)ncc1F)=O)=O,Active,0.046,Bsite
1327198,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-c1cnccc1)=O)=O,Active,0.32,Bsite
1327199,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-c1cnccc1)=O)=O,Active,0.081,Bsite
1327201,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-c1cncnc1)=O)=O,Active,0.38,Bsite
1327202,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-c1cncnc1)=O)=O,Active,0.16,Bsite
1327204,Cc(nccc1)c1-c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.45,Bsite
1327205,Cc(nccc1)c1-c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.24,Bsite
1327207,C[n]1ncc(-c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)c1,Active,0.2,Bsite
1327208,C[n]1ncc(-c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)c1,Active,0.041,Bsite
1327210,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1OCC(F)(F)F)=O)=O,Active,0.19,Bsite
1327212,CC(CC(F)(F)F)(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.12,Bsite
1327214,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1OC(F)(F)F)=O)=O,Active,0.41,Bsite
1327216,CC(CC(F)F)(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.1,Bsite
1327218,CC(C1)(CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)C1CC1,Active,0.13,Bsite
1327220,CC(C1)(CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)C(F)F,Active,0.11,Bsite
1327222,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1OC(F)F)=O)=O,Active,0.061,Bsite
1327224,CCC(C)(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.11,Bsite
1327226,CCC(C1)(CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)F,Active,0.047,Bsite
1327228,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC11CCCC1)=O)=O,Active,0.32,Bsite
1327230,CC(CC(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)(F)F,Active,0.1,Bsite
1327232,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1(CCC1)C1(F)F)=O)=O,Active,0.059,Bsite
1327234,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC(CCC(F)(F)F)C1)=O)=O,Active,0.088,Bsite
1327236,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1(C(F)(F)F)F)=O)=O,Active,0.069,Bsite
1327238,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC(CC(F)F)C1)=O)=O,Active,0.081,Bsite
1327240,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1C1CC1)=O)=O,Active,0.07,Bsite
1327242,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC(CCF)C1)=O)=O,Active,0.15,Bsite
1327244,CC(C(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)(F)F,Active,0.067,Bsite
1327246,CC(C)C(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.059,Bsite
1327248,CC(C1)CC1(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.097,Bsite
1327250,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC(C2)(CC2C(F)(F)F)C1)=O)=O,Active,0.5,Bsite
1327252,CC(C1)(CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)OC,Active,0.13,Bsite
1327254,CCOC(C)(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.062,Bsite
1327256,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC11OCC1)=O)=O,Active,0.11,Bsite
1327258,CCC(C1)(CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)O,Active,0.092,Bsite
1327260,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC(C2)(CC2F)C1)=O)=O,Active,0.086,Bsite
1327262,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)[C@@H]2[C@H]1CCC2)=O)=O,Active,0.22,Bsite
1327264,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1(CF)F)=O)=O,Active,0.37,Bsite
1327266,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC(CC(F)(F)F)C1)=O)=O,Active,0.1,Bsite
1327268,C[C@H](C(C1)(F)F)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.073,Bsite
1327270,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC12)CC1C2(F)F)=O)=O,Active,0.05,Bsite
1327272,CO[C@H](CC1)CN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.052,Bsite
1327274,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)CCC11CCOCC1)=O)=O,Active,0.053,Bsite
1327276,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC11OCCO1)=O)=O,Active,0.079,Bsite
1327278,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC2(CC2)C1)=O)=O,Active,0.081,Bsite
1327280,CC(C1)(CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)O,Active,0.32,Bsite
1327282,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC11COC1)=O)=O,Active,0.34,Bsite
1327283,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC11COC1)=O)=O,Active,0.22,Bsite
1327285,C[C@](CC1)(CN1c1ccc2nccc(C(NCC(N(CSC3)[C@H]3C#N)=O)=O)c2c1)O,Active,0.091,Bsite
1327286,C[C@](CC1)(CN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1)O,Active,0.16,Bsite
1327288,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-c1cnc(C(F)F)cc1)=O)=O,Active,0.22,Bsite
1327289,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-c1cnc(C(F)F)cc1)=O)=O,Active,0.057,Bsite
1327291,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-c1c[n](C2CC2)nc1)=O)=O,Active,0.24,Bsite
1327292,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-c1c[n](C2CC2)nc1)=O)=O,Active,0.063,Bsite
1327294,Cc1n[n](C)cc1-c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.28,Bsite
1327295,Cc1n[n](C)cc1-c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.13,Bsite
1327297,Cc([n](C1CCOCC1)nc1C)c1-c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.55,Bsite
1327298,Cc([n](C1CCOCC1)nc1C)c1-c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.26,Bsite
1327300,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-c1c[n](C2CCOCC2)nc1)=O)=O,Active,0.27,Bsite
1327301,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-c1c[n](C2CCOCC2)nc1)=O)=O,Active,0.078,Bsite
1327303,C[n]1nccc1-c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.44,Bsite
1327304,C[n]1nccc1-c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.26,Bsite
1327306,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-c1cnc2[n]1CCCC2)=O)=O,Active,0.34,Bsite
1327307,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-c1cnc2[n]1CCCC2)=O)=O,Active,0.12,Bsite
1327309,N#C[C@@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-c1ccn[n]1[C@H]1OCCCC1)=O)=O,Active,0.54,Bsite
1327310,N#C[C@@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-c1ccn[n]1[C@H]1OCCCC1)=O)=O,Active,0.087,Bsite
1327312,Cc(cc1)ncc1-c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.29,Bsite
1327313,Cc(cc1)ncc1-c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.11,Bsite
1327315,COc(cc1)ncc1-c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.2,Bsite
1327316,COc(cc1)ncc1-c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.042,Bsite
1327318,N#CC(CSC1)N1C(CNC(c1c(cc(c(Cl)c2)N3CCOCC3)c2ncc1)=O)=O,Active,0.048,Bsite
1327320,N#CC(CSC1)N1C(CNC(c1c(cc(cc2Cl)N3CCOCC3)c2ncc1)=O)=O,Active,0.2,Bsite
1327322,CC(CNC(C)=O)(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.94,Bsite
1327323,CC(CNC(C)=O)(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.38,Bsite
1327325,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1(c1ccccc1)F)=O)=O,Active,0.41,Bsite
1327326,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1(c1ccccc1)F)=O)=O,Active,0.19,Bsite
1327328,Cc1ccc(C(C2)CN2c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)cc1,Active,0.33,Bsite
1327329,Cc1ccc(C(C2)CN2c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)cc1,Active,0.19,Bsite
1327331,CC(N(C1)CC1(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)=O,Active,0.4,Bsite
1327332,CC(N(C1)CC1(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)=O,Active,0.22,Bsite
1327334,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1c(cc1)ccc1F)=O)=O,Active,0.23,Bsite
1327335,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1c(cc1)ccc1F)=O)=O,Active,0.12,Bsite
1327337,Cc1cccc(C(C2)CN2c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)c1,Active,0.27,Bsite
1327338,Cc1cccc(C(C2)CN2c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)c1,Active,0.1,Bsite
1327340,N#CC(CSC1)N1C(CNC(c1c(cc(cc2)N3CC(Cc(cc4)ccc4Cl)C3)c2ncc1)=O)=O,Active,0.098,Bsite
1327341,N#CC(CSC1)N1C(CNC(c1c(cc(cc2)N3CC(Cc(cc4)ccc4Cl)C3)c2ncc1)=O)=O,Active,0.072,Bsite
1327343,CC(CS(C)(=O)=O)(C1)CN1c(ccc1ncc2)cc1c2C(NCC(N(CSC1)C1C#N)=O)=O,Active,0.28,Bsite
1327344,CC(CS(C)(=O)=O)(C1)CN1c(ccc1ncc2)cc1c2C(NCC(N(CSC1)C1C#N)=O)=O,Active,0.19,Bsite
1327346,CCC(CC1)(CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)O,Active,0.056,Bsite
1327348,CC(CC1)(CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)O,Active,0.069,Bsite
1327350,CCC(CC1)(CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)OC,Active,0.038,Bsite
1327352,CC(C)C(CC1)(CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)O,Active,0.051,Bsite
1327354,C[C@H](CN(C[C@@H]1C)c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)[C@@]1(C)O,Active,0.24,Bsite
1327356,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C[C@H](CCC2)O[C@H]2C1)=O)=O,Active,0.046,Bsite
1327358,CN(CC1)CCC1(c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)F,Active,0.39,Bsite
1327360,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-c1ccn[nH]1)=O)=O,Active,0.19,Bsite
1327361,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-c1ccn[nH]1)=O)=O,Active,0.066,Bsite
1327363,CC(C)[n]1nccc1-c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.72,Bsite
1327364,CC(C)[n]1nccc1-c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,0.42,Bsite
1327366,C[C@](CC1)(CN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1)F,Active,0.056,Bsite
1327368,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCC1)[C@H]1C1CC1)=O)=O,Active,0.3,Bsite
1327370,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCC1)[C@@H]1C1CC1)=O)=O,Active,0.24,Bsite
1327372,C[C@@H](CCN1c2ccc3nccc(C(NCC(N(CSC4)[C@@H]4C#N)=O)=O)c3c2)C1=O,Active,0.0249,Bsite
1327374,C[C@H](CCN1c2ccc3nccc(C(NCC(N(CSC4)[C@@H]4C#N)=O)=O)c3c2)C1=O,Active,0.044,Bsite
1327376,C[C@@H](CCCN1c2ccc3nccc(C(NCC(N(CSC4)[C@@H]4C#N)=O)=O)c3c2)C1=O,Active,0.26,Bsite
1327378,C[C@@H](CCCN1c2ccc3nccc(C(NCC(N(CSC4)[C@H]4C#N)=O)=O)c3c2)C1=O,Active,0.067,Bsite
1327380,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)CCC1F)=O)=O,Active,0.27,Bsite
1327381,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)CCC1F)=O)=O,Active,0.067,Bsite
1327383,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC(C2)C2C1)=O)=O,Active,0.22,Bsite
1327384,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC(C2)C2C1)=O)=O,Active,0.065,Bsite
1327386,CO[C@@H](CC1)CN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.17,Bsite
1327388,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C[C@H]12)C[C@@H]1[C@H]2C(F)(F)F)=O)=O,Active,0.22,Bsite
1327389,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C[C@H]12)C[C@@H]1[C@H]2C(F)(F)F)=O)=O,Active,0.11,Bsite
1327391,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C2CCC1CC2)=O)=O,Active,0.44,Bsite
1327392,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C2CCC1CC2)=O)=O,Active,0.15,Bsite
1327394,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1[C@@H](CC2)C[C@@H]2C1)=O)=O,Active,0.44,Bsite
1327395,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1[C@@H](CC2)C[C@@H]2C1)=O)=O,Active,0.18,Bsite
1327397,C[C@H](CCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.2,Bsite
1327398,C[C@H](CCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.1,Bsite
1327400,COC[C@H](CCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.29,Bsite
1327401,COC[C@H](CCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.26,Bsite
1327403,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C[C@@H]1F)C[C@@H]1F)=O)=O,Active,0.18,Bsite
1327404,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C[C@@H]1F)C[C@@H]1F)=O)=O,Active,0.039,Bsite
1327406,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C[C@H]1F)C[C@H]1F)=O)=O,Active,0.2,Bsite
1327407,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C[C@H]1F)C[C@H]1F)=O)=O,Active,0.079,Bsite
1327409,Cc1c(-c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)[o]c(C)n1,Active,0.41,Bsite
1327410,Cc1c(-c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)[o]c(C)n1,Active,0.12,Bsite
1327412,Cc1n[o]c(C)c1-c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,2.4,Bsite
1327413,Cc1n[o]c(C)c1-c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,Active,1.7,Bsite
1327415,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-[n]1c(-c2ccccc2)ncc1)=O)=O,Active,0.67,Bsite
1327417,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-[n](cc1)cc1-c1ccccc1)=O)=O,Active,0.068,Bsite
1327419,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-[n]1c(CCCC2)c2cc1)=O)=O,Active,0.11,Bsite
1327421,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C[C@H](CO)CC1)=O)=O,Active,0.091,Bsite
1327423,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C[C@@H](CO)CC1)=O)=O,Active,0.17,Bsite
1327425,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC11SCC1)=O)=O,Active,0.087,Bsite
1327427,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)CCC1(c1ccccc1)F)=O)=O,Active,0.076,Bsite
1327429,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C[C@@H]1O)CC1(F)F)=O)=O,Active,0.073,Bsite
1327431,C[C@H](C1)[C@H](C)CN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.11,Bsite
1327433,C[C@H](C1)[C@H](C)CN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,Active,0.2,Bsite
1327435,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)CCC11OCCO1)=O)=O,Active,0.087,Bsite
1327436,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CCC2(COC2)CC1)=O)=O,Active,0.091,Bsite
1327438,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)CCC1=O)=O)=O,Active,0.078,Bsite
1361175,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(cc(cc2)Br)c2ncc1)=O)=O,Active,2,Bsite
1361176,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(cc(cc2)Br)c2ncc1)=O)=O,Active,0.44,Bsite
1361177,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(Cl)c2)c2ncc1)=O)=O,Active,0.65,Bsite
1361178,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(Cl)c2)c2ncc1)=O)=O,Active,0.18,Bsite
1361179,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(Br)c2)c2ncc1)=O)=O,Active,0.68,Bsite
1361180,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(Br)c2)c2ncc1)=O)=O,Active,0.12,Bsite
1361181,Cc1cc(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)c(cc(cc2)F)c2n1,Active,64,Bsite
1361182,Cc1cc(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)c(cc(cc2)F)c2n1,Active,32,Bsite
1361183,Cc1cc(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)c(cc(cc2)Cl)c2n1,Active,65,Bsite
1361184,Cc1cc(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)c(cc(cc2)Cl)c2n1,Active,18,Bsite
1361185,Cc1cc(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)c(cc(cc2)Br)c2n1,Active,58,Bsite
1361186,Cc1cc(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)c(cc(cc2)Br)c2n1,Active,18,Bsite
1361187,Cc1cc(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)c(cc(cc2)I)c2n1,Active,53,Bsite
1361188,Cc1cc(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)c(cc(cc2)I)c2n1,Active,15,Bsite
1361189,Cc1cc(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)c(ccc(F)c2)c2n1,Active,71,Bsite
1361190,Cc1cc(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)c(ccc(F)c2)c2n1,Active,20,Bsite
1361191,Cc1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1,Active,2.79,Bsite
1361192,Cc1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1,Active,0.56,Bsite
1361193,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(cc(C(F)(F)F)cc2)c2ncc1)=O)=O,Active,4.8,Bsite
1361194,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(cc(CF)cc2)c2ncc1)=O)=O,Active,2.2,Bsite
1361195,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(cc(CF)cc2)c2ncc1)=O)=O,Active,0.4,Bsite
1361196,CC(C)(c(ccc1ncc2)cc1c2C(NCC(N([C@@H](C1)[C@@H]1C1)[C@@H]1C#N)=O)=O)F,Active,3.8,Bsite
1361197,CC(C)(c(ccc1ncc2)cc1c2C(NCC(N([C@@H](C1)[C@@H]1C1)[C@@H]1C#N)=O)=O)F,Active,0.75,Bsite
1361198,CC(C)(c1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1)O,Active,3.8,Bsite
1361199,CC(C)(c1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1)O,Active,0.86,Bsite
1361200,CC(c1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1)O,Active,2.6,Bsite
1361201,CC(c1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1)O,Active,0.91,Bsite
1361202,CC(c1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1)OC,Active,16,Bsite
1361203,CC(c1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1)OC,Active,1.1,Bsite
1361204,CC(C)(c1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1)OC,Active,4.2,Bsite
1361205,CC(C)(c1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1)OC,Active,0.81,Bsite
1361206,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(cc(COC(F)(F)F)cc2)c2ncc1)=O)=O,Active,1.7,Bsite
