ID,SMILES,DATASET,MOL,SCAFFOLD,SCA_MOL
1327412,Cc1n[o]c(C)c1-c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a1770>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(-c3cnoc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6de730>
1327415,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-[n]1c(-c2ccccc2)ncc1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a17e0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(-n3ccnc3-c3ccccc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6de7a0>
1327417,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-[n](cc1)cc1-c1ccccc1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a1850>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(-n3ccc(-c4ccccc4)c3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6de810>
1327419,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2-[n]1c(CCCC2)c2cc1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a18c0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(-n3ccc4c3CCCC4)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6de880>
1327421,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C[C@H](CO)CC1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a1930>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6de8f0>
1327423,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C[C@@H](CO)CC1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a19a0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6de960>
1327425,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC11SCC1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a1a10>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CC4(CCS4)C3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6de9d0>
1327427,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)CCC1(c1ccccc1)F)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a1a80>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCC(c4ccccc4)CC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6dea40>
1327429,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C[C@@H]1O)CC1(F)F)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a1af0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6deab0>
1327431,C[C@H](C1)[C@H](C)CN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a1b60>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6deb20>
1327435,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)CCC11OCCO1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a1bd0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCC4(CC3)OCCO4)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6deb90>
1327436,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CCC2(COC2)CC1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a1c40>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCC4(CC3)COC4)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6dec00>
1327438,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)CCC1=O)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a1cb0>,O=C1CCN(c2ccc3nccc(C(=O)NCC(=O)N4CCSC4)c3c2)CC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6dec70>
1361175,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(cc(cc2)Br)c2ncc1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a1d20>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6dece0>
1361177,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(Cl)c2)c2ncc1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a1d90>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6ded50>
1361179,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(Br)c2)c2ncc1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a1e00>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6dedc0>
1361181,Cc1cc(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)c(cc(cc2)F)c2n1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a1e70>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6dee30>
1361183,Cc1cc(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)c(cc(cc2)Cl)c2n1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a1ee0>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6deea0>
1361185,Cc1cc(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)c(cc(cc2)Br)c2n1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a1f50>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6def10>
1361187,Cc1cc(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)c(cc(cc2)I)c2n1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a1fc0>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6def80>
1361189,Cc1cc(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)c(ccc(F)c2)c2n1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2030>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6deff0>
1361191,Cc1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a20a0>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6df060>
1361193,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(cc(C(F)(F)F)cc2)c2ncc1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2110>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6df0d0>
1361194,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(cc(CF)cc2)c2ncc1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2180>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6df140>
1361196,CC(C)(c(ccc1ncc2)cc1c2C(NCC(N([C@@H](C1)[C@@H]1C1)[C@@H]1C#N)=O)=O)F,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a21f0>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6df1b0>
1361198,CC(C)(c1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1)O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2260>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6df220>
1361200,CC(c1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1)O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a22d0>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6df290>
1361202,CC(c1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1)OC,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2340>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6df300>
1361204,CC(C)(c1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1)OC,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a23b0>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6df370>
1361206,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(cc(COC(F)(F)F)cc2)c2ncc1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2420>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6df3e0>
1361208,CCc1ccc2nc(C)cc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2490>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6df450>
1361210,Cc1ccc2nc(C)cc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2500>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6df4c0>
1361212,Cc1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2570>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6df530>
1361214,CC(C)(c1cc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2cc1)F,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a25e0>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6df5a0>
1361216,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(C(F)F)c2)c2ncc1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2650>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6df610>
1361218,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(C(F)(F)F)c2)c2ncc1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a26c0>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6df680>
1361220,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(CF)c2)c2ncc1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2730>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6df6f0>
1361222,CC(c1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1)O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a27a0>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6df760>
1361225,CC(C)(c1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1)O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2810>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6df7d0>
1361226,CC(c1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1)OC,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2880>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6df840>
1361228,CC(C)(c1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1)OC,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a28f0>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6df8b0>
1361230,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(COC(F)(F)F)c2)c2ncc1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2960>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6df920>
1361232,CC(c1cc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2cc1)OC(F)(F)F,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a29d0>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6df990>
1361234,Cc1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)cc(C)n2)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2a40>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6dfa00>
1361236,CC1(CC1)c1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2ab0>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2cc(C3CC3)ccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6dfa70>
1361237,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(cc(cc2)OCC(F)(F)F)c2ncc1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2b20>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6dfae0>
1361238,CC(C)Oc1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2b90>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6dfb50>
1361240,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c(c1c2)ccnc1ccc2OCC1CC1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2c00>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccc(OCC3CC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6dfbc0>
1361242,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(ccc(C2(CC2)C(F)(F)F)c2)c2ncc1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2c70>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2cc(C3CC3)ccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6dfc30>
1361244,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1ccnc2cc(C3CC3)ccc12)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2ce0>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2cc(C3CC3)ccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6dfca0>
1361246,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(cc(cc2)OC(CC3)CCC3(F)F)c2ncc1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2d50>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccc(OC3CCCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6dfd10>
1361247,CCOC1(CC1)c1ccc(c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)ccn2)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2dc0>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2cc(C3CC3)ccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6dfd80>
1361249,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1ccnc2cc(C3(CC3)C#N)ccc12)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2e30>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2cc(C3CC3)ccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6dfdf0>
1361251,Cc1nc2cc(OC)ccc2c(C(NCC(N([C@@H](C2)[C@@H]2C2)[C@@H]2C#N)=O)=O)c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2ea0>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6dfe60>
1361252,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1ccnc2ccc(C3CC3)cc12)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2f10>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccc(C3CC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6dfed0>
1361253,CC1(CC1)c1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2f80>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccc(C3CC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6dff40>
1361255,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1c(cc(C2(CC2)C(F)(F)F)cc2)c2ncc1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a2ff0>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccc(C3CC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6e0040>
1361257,CCOC1(CC1)c1ccc2nccc(C(NCC(N([C@@H](C3)[C@@H]3C3)[C@@H]3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a3060>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccc(C3CC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6e00b0>
1361259,N#C[C@H](C[C@H]1[C@@H]2C1)N2C(CNC(c1ccnc2ccc(C3(CC3)C#N)cc12)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a30d0>,O=C(NCC(=O)N1CC[C@@H]2C[C@@H]21)c1ccnc2ccc(C3CC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6e0120>
1417345,O=C(O)C(CCC(=O)NCCNC(=O)CCC(=O)Nc1cc2c(nccc2C(=O)NCC(=O)N2CC(F)(F)CC2C#N)cc1)N1CCN(CC(=O)O)CCN(CC(=O)O)CC1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a3140>,O=C(CCCN1CCNCCNCC1)NCCNC(=O)CCC(=O)Nc1ccc2nccc(C(=O)NCC(=O)N3CCCC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e0190>
1417346,O=C(O)C(CCC(=O)N1CCN(CC1)C(=O)CCC(=O)Nc1cc2c(nccc2C(=O)NCC(=O)N2CC(F)(F)CC2C#N)cc1)N1CCN(CC(=O)O)CCN(CC(=O)O)CC1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a31b0>,O=C(CCC(=O)N1CCN(C(=O)CCCN2CCNCCNCC2)CC1)Nc1ccc2nccc(C(=O)NCC(=O)N3CCCC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e0200>
1417347,O=C(O)C(CCC(=O)NCCNC(=O)CCC(=O)N(C)c1ccc2nccc(C(=O)NCC(=O)N3CC(F)(F)CC3C#N)c2c1)N1CCN(CC(=O)O)CCN(CC(=O)O)CC1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a3220>,O=C(CCCN1CCNCCNCC1)NCCNC(=O)CCC(=O)Nc1ccc2nccc(C(=O)NCC(=O)N3CCCC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e0270>
1417348,O=C(O)C(CCC(=O)N1CCN(CC1)C(=O)CCC(=O)N(C)c1cc2c(nccc2C(=O)NCC(=O)N2CC(F)(F)CC2C#N)cc1)N1CCN(CC(=O)O)CCN(CC(=O)O)CC1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a3290>,O=C(CCC(=O)N1CCN(C(=O)CCCN2CCNCCNCC2)CC1)Nc1ccc2nccc(C(=O)NCC(=O)N3CCCC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e02e0>
1424932,CC(C)[C@H](C(C1[C@@H](B(O)O)CCC1)=O)N,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a3300>,C1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e0350>
1424939,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NNC(CCCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a3370>,O=C(CN1CCNCCNCCNCC1)NCCCC(=O)NNc1ccc(C(=O)NCC(=O)N2CCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e03c0>
1424941,C[C@@H](C(N1[C@@H](B(O)O)CCC1)=O)NC(c(cc1)ccc1NNC(CCCCCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a33e0>,O=C(CN1CCNCCNCCNCC1)NCCCCCC(=O)NNc1ccc(C(=O)NCC(=O)N2CCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e0430>
1424946,OB(O)[C@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H](CO)CC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC1)CC(=O)O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a3450>,O=C(CCC(=O)NCC(=O)N1CCCC1)CN1CCNCCNCCNCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e04a0>
1424950,N[C@H](CCCCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)C(N1[C@@H](B(O)O)CCC1)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a34c0>,O=C(CN1CCNCCNCCNCC1)NCCCCCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e0510>
1424953,N[C@H](CCCCNC(CCCNC(CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1)=O)=O)C(N1[C@@H](B(O)O)CCC1)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a3530>,O=C(CCCNC(=O)CN1CCNCCNCCNCC1)NCCCCCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e0580>
1424958,OB(O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)c1ccc(NNC(=O)CCCNC(=O)CN2CCN(CC(=O)O)CCCN(CC(=O)O)CCN(CC(=O)O)CCC2)cc1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a35a0>,O=C(CN1CCCNCCNCCCNCC1)NCCCC(=O)NNc1ccc(C(=O)NCC(=O)N2CCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e05f0>
1424959,OB(O)[C@H]1CCCN1C(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a3610>,O=C(CNC(=O)CN1CCCNCCNCCCNCC1)NCC(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e0660>
1424960,OB(O)[C@H]1CCCN1C(=O)[C@@H](C)NC(=O)c1ccc(NNC(=O)CN2CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC2)nc1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c6a3680>,O=C(CN1CCCNCCNCCCNCC1)NNc1ccc(C(=O)NCC(=O)N2CCCC2)cn1,<rdkit.Chem.rdchem.Mol object at 0x78135c6e06d0>
