ID,SMILES,DATASET,MOL,SCAFFOLD,SCA_MOL
1326887,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCO1)CC1(F)F)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c693a70>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCOCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d8ac0>
1326889,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC(O1)(F)F)CC1(F)F)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c693ae0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCOCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d8b30>
1326891,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1c(cccc2)c2OCC1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c693b50>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCOc4ccccc43)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d8ba0>
1326893,C[C@H](CN(C[C@@H]1C)c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)[C@H]1O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c693bc0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d8c10>
1326895,COC(CC1)CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c693c30>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d8c80>
1326897,Cc1c2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2cc(N2CCOCC2)c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c693ca0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCOCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d8cf0>
1326899,Cc(cc1nccc(C(NCC(N(CSC2)C2C#N)=O)=O)c1c1)c1N1CCOCC1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c693d10>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCOCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d8d60>
1326901,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCC1)C1=O)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c693d80>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCC3=O)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d8dd0>
1326903,CC(C)(CCN1c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)C1=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c693df0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCC3=O)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d8e40>
1326905,CC(C)(CN1c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)OC1=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c693e60>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCOC3=O)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d8eb0>
1326907,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCCC1)C1=O)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c693ed0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCCC3=O)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d8f20>
1326909,CC(C)(CCCN1c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)C1=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c693f40>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCCC3=O)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d8f90>
1326911,CC(C)(C1=O)OCCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69c040>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCOCC3=O)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9000>
1326913,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC2(CCC2)C1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69c0b0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CC4(CCC4)C3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9070>
1326916,CC1(C)C(C2)(CN2c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)OC1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69c120>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CC4(CCO4)C3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d90e0>
1326919,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C2(CCC2)CC1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69c190>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCC34CCC4)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9150>
1326922,CC(C)(CC1)N1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69c200>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d91c0>
1326925,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1F)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69c270>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9230>
1326928,CC(C)(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69c2e0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d92a0>
1326931,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1(F)F)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69c350>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9310>
1326934,CC(C1)(CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)F,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69c3c0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9380>
1326937,CC(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69c430>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d93f0>
1326940,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1C(F)(F)F)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69c4a0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9460>
1326943,CC(CF)(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69c510>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d94d0>
1326946,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1C(F)F)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69c580>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9540>
1326949,CC(COC)(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69c5f0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d95b0>
1326952,C[C@@H]([C@@H](C1)OC)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69c660>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9620>
1326955,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C1)CC1(C1CC1)F)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69c6d0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CC(C4CC4)C3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9690>
1326958,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CCCCC1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69c740>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9700>
1326961,CC(C)(CC1)CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69c7b0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9770>
1326964,CC(CC1)(CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)F,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69c820>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d97e0>
1326967,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)CCC1(F)F)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69c890>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9850>
1326970,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCC1)CC1(F)F)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69c900>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d98c0>
1326973,CC(CF)(CC1)CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69c970>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9930>
1326976,CC(C)(CN(CC1)c2ccc3nccc(C(NCC(N(CSC4)C4C#N)=O)=O)c3c2)C1(F)F,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69c9e0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d99a0>
1326978,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)CCC1C(F)(F)F)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69ca50>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9a10>
1326981,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCC1)C[C@H]1F)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69cac0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9a80>
1326984,CO[C@@H](CCC1)CN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69cb30>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9af0>
1326987,CC(CC1)(CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1)OC,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69cba0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9b60>
1326989,CC(C)OC(CC1)CCN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69cc10>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9bd0>
1326991,C[C@@H](CC(CC1)(F)F)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69cc80>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9c40>
1326994,N#C[C@@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1[C@@H](CF)CCCC1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69ccf0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9cb0>
1326997,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC2(CC2)CCC1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69cd60>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCC4(CC4)C3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9d20>
1327000,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)CC1(F)F)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69cdd0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9d90>
1327003,CC(C)(CC1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69ce40>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9e00>
1327006,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC2(CC2)CC1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69ceb0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCC4(CC4)C3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9e70>
1327009,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(C[C@H]1F)C[C@@H]1F)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69cf20>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9ee0>
1327012,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)C[C@H]1F)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69cf90>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9f50>
1327015,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CC1)C[C@@H]1F)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69d000>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6d9fc0>
1327018,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC(CCC2)C2C1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69d070>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CC4CCCC4C3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6da030>
1327021,C[C@@H](CC1)CN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69d0e0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6da0a0>
1327024,C[C@H](CC1)CN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69d150>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6da110>
1327027,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCC1)[C@@H]1C(F)(F)F)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69d1c0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6da180>
1327030,CC(C)(CCC1)N1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69d230>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6da1f0>
1327033,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1[C@@H](CF)CC2(CC2)C1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69d2a0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCC4(CC4)C3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6da260>
1327036,N#C[C@@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCCC1)C[C@H]1F)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69d310>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6da2d0>
1327039,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N(CCCC1)C[C@H]1F)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69d380>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6da340>
1327042,C[C@@H](CC1)OCCN1c1ccc2nccc(C(NCC(N(CSC3)[C@H]3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69d3f0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCOCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6da3b0>
1327045,C[C@@H](CC1)OCCN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69d460>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCOCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6da420>
1327048,C[C@@H](COCCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69d4d0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCOCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6da490>
1327051,C[C@@H](C1)OCCCN1c1ccc2nccc(C(NCC(N(CSC3)[C@H]3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69d540>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCOCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6da500>
1327054,C[C@@H](CCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69d5b0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6da570>
1327057,COC(C1)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69d620>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6da5e0>
1327059,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CCOCC1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69d690>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCOCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6da650>
1327062,C[C@H](C1)O[C@@H](C)CN1c1ccc2nccc(C(NCC(N(CSC3)C3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69d700>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCOCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6da6c0>
1327065,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C[C@H](CF)OCC1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69d770>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCOCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6da730>
1327068,C[C@H](C1)O[C@H](C)CN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69d7e0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCOCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6da7a0>
1327070,N#C[C@@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C[C@H](CF)OCC1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69d850>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCOCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6da810>
1327073,C[C@@H](C1)OCCN1c1ccc2nccc(C(NCC(N(CSC3)[C@H]3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69d8c0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCOCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6da880>
1327075,N#C[C@@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C[C@@H](C(F)(F)F)OCC1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69d930>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCOCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6da8f0>
1327077,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1C[C@@H](C(F)(F)F)OCC1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69d9a0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCOCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6da960>
1327079,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1[C@@H](C2)CO[C@@H]2C1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69da10>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3C[C@@H]4C[C@H]3CO4)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6da9d0>
1327081,N#C[C@H](CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1[C@H](C2)CO[C@H]2C1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69da80>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3C[C@H]4C[C@@H]3CO4)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6daa40>
1327083,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC(C2)OC2C1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69daf0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CC4CC(C3)O4)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6daab0>
1327085,C[C@@H](C1)O[C@@H](C)CN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69db60>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCOCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6dab20>
1327087,N#CC(CSC1)N1C(CNC(c(c1c2)ccnc1ccc2N1CC(CC2)OC2C1)=O)=O,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69dbd0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CC4CCC(C3)O4)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6dab90>
1327089,C[C@@H](C1)OCCN1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69dc40>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCOCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6dac00>
1327091,C[C@H]([C@H](C)OCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@H]3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69dcb0>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCOCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6dac70>
1327093,C[C@@H]([C@H](C)OCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@@H]3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69dd20>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCOCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6dace0>
1327095,C[C@@H]([C@H](C)OCC1)N1c1ccc2nccc(C(NCC(N(CSC3)[C@H]3C#N)=O)=O)c2c1,BSITE,<rdkit.Chem.rdchem.Mol object at 0x78135c69dd90>,O=C(NCC(=O)N1CCSC1)c1ccnc2ccc(N3CCOCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x78135c6dad50>
